classification_entry_id;position;average_speed;total_laps;points;status;rider_id;rider.riders_api_uuid;team_id;constructor_id;session_id;time_in_sec
5e275a40-4090-4069-9c3b-4f5311dad93a;13.0;173.3;25;3;INSTND;6e940243-5167-4cc3-a343-a74337369b94;b0c1fea6-2dd5-4e26-8a18-0ac9fe6870e4;732e2da8-01e4-472f-821d-3597d2bf6791;babb4c4c-3608-4811-93ad-3b88cc407547;70e86291-e811-4f10-b7da-8778b1b1d3ab;2494.586
7e538b6d-3b9d-4669-b16b-7999697be905;14.0;173.2;25;2;INSTND;fcdd5500-a769-4ff4-8b9e-080d1849ff42;bf95d959-6a60-44f1-84b5-ded861e62578;759ec896-d815-47c4-9889-3a3541a0be3c;babb4c4c-3608-4811-93ad-3b88cc407547;70e86291-e811-4f10-b7da-8778b1b1d3ab;2496.248
62993b80-af3c-407e-893c-a219005098ca;15.0;173.1;25;1;INSTND;58448742-f520-466a-a1a1-bf3286cce9c3;eec1f7dc-b115-44f6-82aa-73130e5c92cf;4467c3c1-5f34-47fc-bf89-85bc4a917dc1;10d5e2bc-4b0b-4875-b936-3962fbb1b877;70e86291-e811-4f10-b7da-8778b1b1d3ab;2498.014
d3ad1374-0aa7-493d-99d2-8663a9ef216e;16.0;173.1;25;0;INSTND;2614e0f6-7e02-4076-a746-50f43fe3143c;71052114-5bce-4307-908c-4cc2bd387aac;39ab562f-a111-4e4d-b779-e0ca3d05e668;b9d93efb-3cd0-4681-9de4-c412a866d568;70e86291-e811-4f10-b7da-8778b1b1d3ab;2498.761
b1a47ac1-afc8-463c-bd73-60e40540559a;17.0;172.2;25;0;INSTND;ff225c9d-64a2-43ac-a70e-62cf385a85a1;00db2312-15f2-4333-be5c-4bbff9d17aec;af0318f2-1022-41ff-8b6b-e4ec5319cd1f;be77c017-cc37-41eb-aa09-2977f1789b0f;70e86291-e811-4f10-b7da-8778b1b1d3ab;2511.279
fde1bd3b-e28e-47e9-9e07-2b1667857d78;18.0;172.1;25;0;INSTND;a463fc7c-ee5b-4fa8-9229-b041a8637051;fa8ac04c-8fa2-4c43-9aa5-cc79b1f35fb9;eed09144-b1bd-4cab-b29b-ffb1f0568d54;3a036648-7b14-4257-8c62-245e47e4d42b;70e86291-e811-4f10-b7da-8778b1b1d3ab;2512.793
f090174b-ee14-40e0-990f-49f9a7a3a296;;0.0;0;0;NOTFINISHFIRST;ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd;e622ec5b-5ccf-457c-a67f-ec028f0ddf6e;b3d6363b-dae1-4a06-8595-d9ac5f3dc1e2;10d5e2bc-4b0b-4875-b936-3962fbb1b877;70e86291-e811-4f10-b7da-8778b1b1d3ab;
fa4dad1b-c0b7-49b4-b9e8-f4812d9c61f5;;0.0;25;0;DISQUALIFIED;eb47c439-e136-40ff-9534-5c612853f529;244b6f51-ac33-40ee-876d-9401dc9d1346;88f5f58f-d5fc-4e32-8f81-8c18b963df7b;10d5e2bc-4b0b-4875-b936-3962fbb1b877;70e86291-e811-4f10-b7da-8778b1b1d3ab;
ad23ed7a-08dd-4703-a5a8-04d35301a35d;1.0;176.3;12;12;INSTND;f55b433d-38b8-4d1d-bb3a-a709c82a0260;23e50438-a657-4fb0-a190-3262b5472f29;4728a8ee-8466-47f5-bb35-529b5c4453ef;b9d93efb-3cd0-4681-9de4-c412a866d568;830c3188-94b7-47da-a42b-076a9abcbdaa;1177.331
3ceb4640-75dd-47bc-8447-dccbf0e17163;2.0;176.2;12;9;INSTND;e7e4c72e-952e-4f64-8e8a-a47ff590fade;41195f0f-9817-4a4d-913e-c1fbbb351d9b;db0d84d7-92ce-4fc0-8649-6f36171b554a;b9d93efb-3cd0-4681-9de4-c412a866d568;830c3188-94b7-47da-a42b-076a9abcbdaa;1178.234
a9f17ce2-9eff-4642-83ae-7de24900282f;3.0;175.7;12;7;INSTND;9cb55304-0ac1-401c-beb6-1a4f445018a4;66b78301-5826-4986-b11e-fa68a7bd77a7;c069c64a-0c22-407d-a7d7-05ebb925b36f;b9d93efb-3cd0-4681-9de4-c412a866d568;830c3188-94b7-47da-a42b-076a9abcbdaa;1181.19
9459304e-3912-4a19-9cbd-bd42e0c67551;4.0;175.5;12;6;INSTND;487440af-cfa9-478a-903b-4e893ee18d3a;4a439bde-305a-4995-b3e7-783fa99f784a;83d499d5-4a7d-45fc-8998-78a879279bcf;3a036648-7b14-4257-8c62-245e47e4d42b;830c3188-94b7-47da-a42b-076a9abcbdaa;1182.357
2413ec50-c8a1-4cd2-b688-f90e0533cb6a;5.0;175.3;12;5;INSTND;6c33de41-f014-4f17-8dc9-e6f36e61026a;525b1551-f10b-4cfd-9b43-59af6fca654b;a730b7a0-edcc-4ea1-ae11-baa3f8ad60fc;b9d93efb-3cd0-4681-9de4-c412a866d568;830c3188-94b7-47da-a42b-076a9abcbdaa;1183.782
34a5f900-cdc7-464c-bfd7-eaf552c4f335;6.0;175.2;12;4;INSTND;ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd;e622ec5b-5ccf-457c-a67f-ec028f0ddf6e;b3d6363b-dae1-4a06-8595-d9ac5f3dc1e2;10d5e2bc-4b0b-4875-b936-3962fbb1b877;830c3188-94b7-47da-a42b-076a9abcbdaa;1184.664
a5393900-54b6-4a00-b041-8bd7b7b99f43;7.0;175.1;12;3;INSTND;a73f8ef2-784f-4f52-8511-1d315fd3a459;4113c5f7-33c5-4246-b05b-3f81f4ddbd8f;bf88381b-3f50-49c7-9086-c5936d305863;b9d93efb-3cd0-4681-9de4-c412a866d568;830c3188-94b7-47da-a42b-076a9abcbdaa;1185.699
dd67ac5c-1ec0-4f27-b94e-62faa67d4d63;8.0;174.7;12;2;INSTND;9a441928-d1af-452d-afce-fa028c044932;f55f9c34-8621-437b-ae04-ae2418720204;1b1f6487-af2b-4785-8e94-bbc7a9c2d505;3a036648-7b14-4257-8c62-245e47e4d42b;830c3188-94b7-47da-a42b-076a9abcbdaa;1188.189
bc951822-4b03-4d88-8836-90ee6354620a;9.0;174.6;12;1;INSTND;a6108385-dd4c-490d-b02e-542ed0275f79;ea39a0af-95d3-4a37-81a7-f332efdb9216;c3322c16-1d0a-4e68-a236-fb831f9ce7d1;be77c017-cc37-41eb-aa09-2977f1789b0f;830c3188-94b7-47da-a42b-076a9abcbdaa;1188.56
44dbef10-5d7e-4f3f-93cf-f3a321c45ad8;10.0;174.5;12;0;INSTND;fcdd5500-a769-4ff4-8b9e-080d1849ff42;bf95d959-6a60-44f1-84b5-ded861e62578;759ec896-d815-47c4-9889-3a3541a0be3c;babb4c4c-3608-4811-93ad-3b88cc407547;830c3188-94b7-47da-a42b-076a9abcbdaa;1189.687
96efa84c-6879-4125-9288-5898c985db41;11.0;174.0;12;0;INSTND;6e940243-5167-4cc3-a343-a74337369b94;b0c1fea6-2dd5-4e26-8a18-0ac9fe6870e4;732e2da8-01e4-472f-821d-3597d2bf6791;babb4c4c-3608-4811-93ad-3b88cc407547;830c3188-94b7-47da-a42b-076a9abcbdaa;1192.532
cec805da-ad8c-4476-9342-2809e918590d;12.0;174.0;12;0;INSTND;56475aa3-f3d1-485a-b6db-ca1149e1b6fa;04bf0ce4-5062-44fc-9745-ec85a8d8f8d3;566617b1-8fa6-4956-bcb6-dbb7591eda5d;babb4c4c-3608-4811-93ad-3b88cc407547;830c3188-94b7-47da-a42b-076a9abcbdaa;1192.629
c8a64bb7-4e5a-4c0d-a0e7-94f74fc52357;13.0;173.8;12;0;INSTND;7b0687b0-90bd-4ad6-b157-8c66fb8a93cf;5dfc20db-c3c4-4ecd-9c7c-f6cfd042031a;cfd372ff-7f9f-41a3-bfad-916ca76bdfbd;3a036648-7b14-4257-8c62-245e47e4d42b;830c3188-94b7-47da-a42b-076a9abcbdaa;1193.984
03898b69-7830-48d9-854f-509026e0532f;14.0;173.6;12;0;INSTND;ff225c9d-64a2-43ac-a70e-62cf385a85a1;00db2312-15f2-4333-be5c-4bbff9d17aec;af0318f2-1022-41ff-8b6b-e4ec5319cd1f;be77c017-cc37-41eb-aa09-2977f1789b0f;830c3188-94b7-47da-a42b-076a9abcbdaa;1195.773
a4e520f4-25e7-4cf7-af64-2f20a8180534;15.0;173.6;12;0;INSTND;eb47c439-e136-40ff-9534-5c612853f529;244b6f51-ac33-40ee-876d-9401dc9d1346;88f5f58f-d5fc-4e32-8f81-8c18b963df7b;10d5e2bc-4b0b-4875-b936-3962fbb1b877;830c3188-94b7-47da-a42b-076a9abcbdaa;1195.949
3712f56b-41fd-49c1-8d86-6b95c194f3f5;16.0;173.4;12;0;INSTND;58448742-f520-466a-a1a1-bf3286cce9c3;eec1f7dc-b115-44f6-82aa-73130e5c92cf;4467c3c1-5f34-47fc-bf89-85bc4a917dc1;10d5e2bc-4b0b-4875-b936-3962fbb1b877;830c3188-94b7-47da-a42b-076a9abcbdaa;1196.891
b57b900c-c7cf-451c-958b-a951cd235ad0;17.0;173.2;12;0;INSTND;a463fc7c-ee5b-4fa8-9229-b041a8637051;fa8ac04c-8fa2-4c43-9aa5-cc79b1f35fb9;eed09144-b1bd-4cab-b29b-ffb1f0568d54;3a036648-7b14-4257-8c62-245e47e4d42b;830c3188-94b7-47da-a42b-076a9abcbdaa;1198.256
02ce127f-5ac5-453b-aede-8b35a36e6181;18.0;173.2;12;0;INSTND;66ee98b2-239c-487f-8913-aab8493ce280;71df6f0d-51c3-4cdb-9f5c-51939e6f33f2;96304d85-f379-444d-bb68-2e645fbe85a4;be77c017-cc37-41eb-aa09-2977f1789b0f;830c3188-94b7-47da-a42b-076a9abcbdaa;1198.618
79d29a89-10aa-46a7-8195-49391d9f7c6a;19.0;169.8;12;0;INSTND;2614e0f6-7e02-4076-a746-50f43fe3143c;71052114-5bce-4307-908c-4cc2bd387aac;39ab562f-a111-4e4d-b779-e0ca3d05e668;b9d93efb-3cd0-4681-9de4-c412a866d568;830c3188-94b7-47da-a42b-076a9abcbdaa;1222.656
cd2e68eb-d209-4a47-9682-695c0b327142;;167.3;6;0;OUTSTND;0c9405ff-e879-498c-964d-b39409361a6c;a1311c17-1099-4893-bba0-347bf43226a4;338bd219-f7c9-479d-acb3-a9221ba6f902;10d5e2bc-4b0b-4875-b936-3962fbb1b877;830c3188-94b7-47da-a42b-076a9abcbdaa;620.327
b7df1a78-5f34-4e80-9b47-03d5957ec62c;;172.6;4;0;OUTSTND;1abd2de7-9046-4d0a-88e3-ad801dcc235b;50b4fb1f-1785-4a9a-a65c-97d0de9daa22;db53ca6a-3362-49b9-8275-13056fe38beb;babb4c4c-3608-4811-93ad-3b88cc407547;830c3188-94b7-47da-a42b-076a9abcbdaa;400.962
f01b39f2-1fc1-4026-bd5e-946ebabba8ef;;0.0;0;0;NOTFINISHFIRST;ba579548-f026-402b-a607-38db5317d33f;ade5ef32-01ea-487c-95ca-491544a668ed;5876aacf-8285-4b62-a8eb-cba16aa26656;be77c017-cc37-41eb-aa09-2977f1789b0f;830c3188-94b7-47da-a42b-076a9abcbdaa;
60c12528-35df-48b3-be07-a9fce190d0d9;1.0;163.0;12;12;INSTND;f55b433d-38b8-4d1d-bb3a-a709c82a0260;23e50438-a657-4fb0-a190-3262b5472f29;4728a8ee-8466-47f5-bb35-529b5c4453ef;b9d93efb-3cd0-4681-9de4-c412a866d568;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1172.107
5414985a-75b3-4ac3-b047-f2f62756b864;2.0;162.8;12;9;INSTND;e7e4c72e-952e-4f64-8e8a-a47ff590fade;41195f0f-9817-4a4d-913e-c1fbbb351d9b;db0d84d7-92ce-4fc0-8649-6f36171b554a;b9d93efb-3cd0-4681-9de4-c412a866d568;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1173.108
6bd123fe-4a5f-4c95-974c-7fa15f74ca6c;3.0;162.5;12;7;INSTND;9cb55304-0ac1-401c-beb6-1a4f445018a4;66b78301-5826-4986-b11e-fa68a7bd77a7;c069c64a-0c22-407d-a7d7-05ebb925b36f;b9d93efb-3cd0-4681-9de4-c412a866d568;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1175.184
b3c72793-b28c-4982-83ad-2ba2bd778c66;4.0;162.5;12;6;INSTND;a73f8ef2-784f-4f52-8511-1d315fd3a459;4113c5f7-33c5-4246-b05b-3f81f4ddbd8f;bf88381b-3f50-49c7-9086-c5936d305863;b9d93efb-3cd0-4681-9de4-c412a866d568;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1175.637
60484e7f-96ea-4eff-a8a5-dfa9b6aa6fb9;5.0;162.2;12;5;INSTND;2614e0f6-7e02-4076-a746-50f43fe3143c;71052114-5bce-4307-908c-4cc2bd387aac;39ab562f-a111-4e4d-b779-e0ca3d05e668;b9d93efb-3cd0-4681-9de4-c412a866d568;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1177.898
0ffd0b3f-db1f-4242-9bf9-20528ab84e5f;6.0;161.9;12;4;INSTND;6c33de41-f014-4f17-8dc9-e6f36e61026a;525b1551-f10b-4cfd-9b43-59af6fca654b;a730b7a0-edcc-4ea1-ae11-baa3f8ad60fc;b9d93efb-3cd0-4681-9de4-c412a866d568;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1179.798
1162f3ac-e9ae-4d4e-9ddc-2371b037da81;7.0;161.9;12;3;INSTND;66ee98b2-239c-487f-8913-aab8493ce280;71df6f0d-51c3-4cdb-9f5c-51939e6f33f2;96304d85-f379-444d-bb68-2e645fbe85a4;be77c017-cc37-41eb-aa09-2977f1789b0f;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1179.956
7080440e-fc2e-4afc-b39b-faa5d427fa65;8.0;161.6;12;2;INSTND;ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd;e622ec5b-5ccf-457c-a67f-ec028f0ddf6e;b3d6363b-dae1-4a06-8595-d9ac5f3dc1e2;10d5e2bc-4b0b-4875-b936-3962fbb1b877;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1182.282
44b8e5ae-c684-4857-a728-047f5e8ae57b;9.0;161.5;12;1;INSTND;9a441928-d1af-452d-afce-fa028c044932;f55f9c34-8621-437b-ae04-ae2418720204;1b1f6487-af2b-4785-8e94-bbc7a9c2d505;3a036648-7b14-4257-8c62-245e47e4d42b;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1182.521
6f2b675b-6be7-4b4a-a3aa-b9cd2f5e2e28;10.0;161.2;12;0;INSTND;a6108385-dd4c-490d-b02e-542ed0275f79;ea39a0af-95d3-4a37-81a7-f332efdb9216;c3322c16-1d0a-4e68-a236-fb831f9ce7d1;be77c017-cc37-41eb-aa09-2977f1789b0f;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1184.78
aa8db70e-76f7-41b2-85ff-23145645c81f;11.0;161.2;12;0;INSTND;ba579548-f026-402b-a607-38db5317d33f;ade5ef32-01ea-487c-95ca-491544a668ed;5876aacf-8285-4b62-a8eb-cba16aa26656;be77c017-cc37-41eb-aa09-2977f1789b0f;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1185.311
7155de62-4ab7-4921-a7b3-5035cc7d348e;12.0;161.1;12;0;INSTND;eb47c439-e136-40ff-9534-5c612853f529;244b6f51-ac33-40ee-876d-9401dc9d1346;88f5f58f-d5fc-4e32-8f81-8c18b963df7b;10d5e2bc-4b0b-4875-b936-3962fbb1b877;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1185.545
9e4cdc25-60c6-4557-89d2-3ec9ebf72c9a;13.0;160.7;12;0;INSTND;7b0687b0-90bd-4ad6-b157-8c66fb8a93cf;5dfc20db-c3c4-4ecd-9c7c-f6cfd042031a;cfd372ff-7f9f-41a3-bfad-916ca76bdfbd;3a036648-7b14-4257-8c62-245e47e4d42b;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1188.679
057c7f4e-0878-48f9-b9ef-b694dad7dcfe;14.0;160.5;12;0;INSTND;ff225c9d-64a2-43ac-a70e-62cf385a85a1;00db2312-15f2-4333-be5c-4bbff9d17aec;af0318f2-1022-41ff-8b6b-e4ec5319cd1f;be77c017-cc37-41eb-aa09-2977f1789b0f;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1190.025
ea7bbb2e-7206-43aa-90e6-1dc89236f102;15.0;160.2;12;0;INSTND;56475aa3-f3d1-485a-b6db-ca1149e1b6fa;04bf0ce4-5062-44fc-9745-ec85a8d8f8d3;566617b1-8fa6-4956-bcb6-dbb7591eda5d;babb4c4c-3608-4811-93ad-3b88cc407547;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1192.07
deb96f19-a746-48fe-b907-3a88d3e87461;16.0;160.0;12;0;INSTND;58448742-f520-466a-a1a1-bf3286cce9c3;eec1f7dc-b115-44f6-82aa-73130e5c92cf;4467c3c1-5f34-47fc-bf89-85bc4a917dc1;10d5e2bc-4b0b-4875-b936-3962fbb1b877;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1193.797
ab0683ae-59f6-4c49-a0da-ddbb18301943;17.0;160.0;12;0;INSTND;1113c9b8-c231-4ba7-a352-4c11c92ab9df;eb7f90b1-9373-4089-b2f5-adbc234a3526;db53ca6a-3362-49b9-8275-13056fe38beb;babb4c4c-3608-4811-93ad-3b88cc407547;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1194.039
103d6fd4-31e0-4280-85f0-36a6ad5a74ec;18.0;159.9;12;0;INSTND;4cff2dfb-2feb-4264-9a17-8a67189c204c;a2f51450-cb43-4d32-8eef-bda9ebb435ed;01f53195-1028-4e06-8f61-4dc1f4df54c2;3a036648-7b14-4257-8c62-245e47e4d42b;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1194.622
776f1f5a-8581-43fa-9d49-79c6949da80b;19.0;158.9;12;0;INSTND;0c9405ff-e879-498c-964d-b39409361a6c;a1311c17-1099-4893-bba0-347bf43226a4;338bd219-f7c9-479d-acb3-a9221ba6f902;10d5e2bc-4b0b-4875-b936-3962fbb1b877;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1202.307
af77a177-3bbd-4535-bb25-462c70c559c5;20.0;158.8;12;0;INSTND;a463fc7c-ee5b-4fa8-9229-b041a8637051;fa8ac04c-8fa2-4c43-9aa5-cc79b1f35fb9;eed09144-b1bd-4cab-b29b-ffb1f0568d54;3a036648-7b14-4257-8c62-245e47e4d42b;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;1203.075
d4c175dd-2dc5-4d47-b196-109d7804e939;;159.7;5;0;OUTSTND;487440af-cfa9-478a-903b-4e893ee18d3a;4a439bde-305a-4995-b3e7-783fa99f784a;83d499d5-4a7d-45fc-8998-78a879279bcf;3a036648-7b14-4257-8c62-245e47e4d42b;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;498.233
7f085410-12ec-4606-b8d9-a22a182458af;;159.0;4;0;OUTSTND;6e940243-5167-4cc3-a343-a74337369b94;b0c1fea6-2dd5-4e26-8a18-0ac9fe6870e4;732e2da8-01e4-472f-821d-3597d2bf6791;babb4c4c-3608-4811-93ad-3b88cc407547;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;400.57
c2bd127c-8123-4aee-b4d0-d70df175529d;;156.4;1;0;OUTSTND;fcdd5500-a769-4ff4-8b9e-080d1849ff42;bf95d959-6a60-44f1-84b5-ded861e62578;759ec896-d815-47c4-9889-3a3541a0be3c;babb4c4c-3608-4811-93ad-3b88cc407547;6e72c98a-cee7-4935-ba7b-236d0c6f6b04;101.771
7b731551-5670-4dff-a8b3-9f2bc615669e;1.0;172.0;11;12;INSTND;f55b433d-38b8-4d1d-bb3a-a709c82a0260;23e50438-a657-4fb0-a190-3262b5472f29;4728a8ee-8466-47f5-bb35-529b5c4453ef;b9d93efb-3cd0-4681-9de4-c412a866d568;944c92f3-470e-44c4-a36b-a60a83799827;1238.304
5b0e2e0d-81c5-4496-b94d-9d48d948d759;2.0;171.8;11;9;INSTND;e7e4c72e-952e-4f64-8e8a-a47ff590fade;41195f0f-9817-4a4d-913e-c1fbbb351d9b;db0d84d7-92ce-4fc0-8649-6f36171b554a;b9d93efb-3cd0-4681-9de4-c412a866d568;944c92f3-470e-44c4-a36b-a60a83799827;1239.881
bc50552e-fbfa-4d37-b503-f996af5c686a;3.0;171.4;11;7;INSTND;a73f8ef2-784f-4f52-8511-1d315fd3a459;4113c5f7-33c5-4246-b05b-3f81f4ddbd8f;bf88381b-3f50-49c7-9086-c5936d305863;b9d93efb-3cd0-4681-9de4-c412a866d568;944c92f3-470e-44c4-a36b-a60a83799827;1242.292
83bdc10e-a2cc-4672-a4c6-3e121b58ba5f;4.0;171.4;11;6;INSTND;2614e0f6-7e02-4076-a746-50f43fe3143c;71052114-5bce-4307-908c-4cc2bd387aac;39ab562f-a111-4e4d-b779-e0ca3d05e668;b9d93efb-3cd0-4681-9de4-c412a866d568;944c92f3-470e-44c4-a36b-a60a83799827;1242.673
feac5869-f098-4265-a155-d2f61a9e1c63;5.0;171.4;11;5;INSTND;fcdd5500-a769-4ff4-8b9e-080d1849ff42;bf95d959-6a60-44f1-84b5-ded861e62578;759ec896-d815-47c4-9889-3a3541a0be3c;babb4c4c-3608-4811-93ad-3b88cc407547;944c92f3-470e-44c4-a36b-a60a83799827;1242.897
d3d7e14e-e2dd-47ac-bce5-2aed7e538382;6.0;171.3;11;4;INSTND;6c33de41-f014-4f17-8dc9-e6f36e61026a;525b1551-f10b-4cfd-9b43-59af6fca654b;a730b7a0-edcc-4ea1-ae11-baa3f8ad60fc;b9d93efb-3cd0-4681-9de4-c412a866d568;944c92f3-470e-44c4-a36b-a60a83799827;1243.403
6d581074-1a5b-48f5-8841-081941561cff;7.0;170.6;11;3;INSTND;eb47c439-e136-40ff-9534-5c612853f529;244b6f51-ac33-40ee-876d-9401dc9d1346;88f5f58f-d5fc-4e32-8f81-8c18b963df7b;10d5e2bc-4b0b-4875-b936-3962fbb1b877;944c92f3-470e-44c4-a36b-a60a83799827;1248.503
061527e7-1950-49db-b136-af42192d2112;8.0;170.6;11;2;INSTND;9cb55304-0ac1-401c-beb6-1a4f445018a4;66b78301-5826-4986-b11e-fa68a7bd77a7;c069c64a-0c22-407d-a7d7-05ebb925b36f;b9d93efb-3cd0-4681-9de4-c412a866d568;944c92f3-470e-44c4-a36b-a60a83799827;1248.638
15d4fd83-1f51-47e4-b3ee-4489680b808b;9.0;170.4;11;1;INSTND;ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd;e622ec5b-5ccf-457c-a67f-ec028f0ddf6e;b3d6363b-dae1-4a06-8595-d9ac5f3dc1e2;10d5e2bc-4b0b-4875-b936-3962fbb1b877;944c92f3-470e-44c4-a36b-a60a83799827;1249.604
f8bc336d-119e-4c5c-8676-1043c8f86fb2;10.0;170.3;11;0;INSTND;66ee98b2-239c-487f-8913-aab8493ce280;71df6f0d-51c3-4cdb-9f5c-51939e6f33f2;96304d85-f379-444d-bb68-2e645fbe85a4;be77c017-cc37-41eb-aa09-2977f1789b0f;944c92f3-470e-44c4-a36b-a60a83799827;1250.858
e022c080-d2ae-4303-9c60-388a244e22f7;11.0;170.1;11;0;INSTND;a6108385-dd4c-490d-b02e-542ed0275f79;ea39a0af-95d3-4a37-81a7-f332efdb9216;c3322c16-1d0a-4e68-a236-fb831f9ce7d1;be77c017-cc37-41eb-aa09-2977f1789b0f;944c92f3-470e-44c4-a36b-a60a83799827;1251.98
d5f2962e-b16d-405d-bc8b-fc4b4e6a15ce;12.0;170.0;11;0;INSTND;56475aa3-f3d1-485a-b6db-ca1149e1b6fa;04bf0ce4-5062-44fc-9745-ec85a8d8f8d3;566617b1-8fa6-4956-bcb6-dbb7591eda5d;babb4c4c-3608-4811-93ad-3b88cc407547;944c92f3-470e-44c4-a36b-a60a83799827;1252.577
4c6ffbfc-d088-459b-aabc-68f959d1ab46;13.0;170.0;11;0;INSTND;ff225c9d-64a2-43ac-a70e-62cf385a85a1;00db2312-15f2-4333-be5c-4bbff9d17aec;af0318f2-1022-41ff-8b6b-e4ec5319cd1f;be77c017-cc37-41eb-aa09-2977f1789b0f;944c92f3-470e-44c4-a36b-a60a83799827;1252.712
41b59caa-7566-4916-bde6-1368bba61cb6;14.0;169.9;11;0;INSTND;ba579548-f026-402b-a607-38db5317d33f;ade5ef32-01ea-487c-95ca-491544a668ed;5876aacf-8285-4b62-a8eb-cba16aa26656;be77c017-cc37-41eb-aa09-2977f1789b0f;944c92f3-470e-44c4-a36b-a60a83799827;1253.763
d1ce18fd-986b-4815-b7be-cfb14deb9230;15.0;169.9;11;0;INSTND;7b0687b0-90bd-4ad6-b157-8c66fb8a93cf;5dfc20db-c3c4-4ecd-9c7c-f6cfd042031a;cfd372ff-7f9f-41a3-bfad-916ca76bdfbd;3a036648-7b14-4257-8c62-245e47e4d42b;944c92f3-470e-44c4-a36b-a60a83799827;1253.891
56cad8a5-522d-4b70-8dd6-4208335c69fb;16.0;169.8;11;0;INSTND;5cbd7eb6-ccfc-4b9f-aad1-ede25d394f7b;5b9af34e-da94-4ca2-9c4c-6be0fc8b1bbc;338bd219-f7c9-479d-acb3-a9221ba6f902;10d5e2bc-4b0b-4875-b936-3962fbb1b877;944c92f3-470e-44c4-a36b-a60a83799827;1254.079
dfd0f9b8-7005-446e-91a6-4ae68a1c36d9;17.0;169.8;11;0;INSTND;58448742-f520-466a-a1a1-bf3286cce9c3;eec1f7dc-b115-44f6-82aa-73130e5c92cf;4467c3c1-5f34-47fc-bf89-85bc4a917dc1;10d5e2bc-4b0b-4875-b936-3962fbb1b877;944c92f3-470e-44c4-a36b-a60a83799827;1254.621
